tcID,ArtID,AName,Quote
177,15,N45,"Nuevos en tamaña empresa, la Comisión Directiva de la de Córdoba desplegó una energía que le honra, una actividad sin límites-: su dignísimo Presidente se multiplicó y puede asegurarse que jamás patricio alguno en ninguna parte del mundo se lanzó con más ardor, energía, y constancia a la inmensa y ruda tarea para lograr el buen éxito de dicha Exposición. A no dudarle tal éxito hubiese sido felizmente coronado, si las catástrofes arriba citadas no hubiesen en gran parte menguado el concurso de los exportadores europeos. Más esta fatalidad que pesaba sin duda sobre la Exposición de Córdoba que de nacional iba tomando el carácter de internacional, será un bien para la Universal de Buenos Aires, por el simple motivo de que en la época en que tendrá lugar, se hallará exenta de luchas sangrientas y aceptará la lucha de la inteligencia sobre las risueñas y poéticas playas del Río de la Plata."
178,15,N47,Bajo las más serias reflexiones se puede asegurar que la Exposición Nacional de Córdoba será el precursor de la de Buenos Aires.
179,15,N49,"Para poder llevar a buen término este grandioso advenimiento, cuyos brillantes efectos no puede obstantemente calcular el más entusiasta patriotismo, tanto relativamente a abrir las grandes vías para animar y aumentar en grande escala la inmigración, hacer conocer los grandes recursos del suelo argentino, iniciar la industria en grande escala, y anudar infinitas relaciones con el extranjero, multiplicar el comercio, y por último un buen producto para la empresa que la cometa con brío y constancia, es de menester que la Exposición Universal de Buenos Ayres presente una novedad, algo de original, de sui generis, gloseando así, más no espiando las demás ocurridas en lo pasado, tanto en Europa, como en América. Es menester que Buenos Ayres, la joven perla de la América del Sur, ostente al mundo atónito las riquezas del suelo argentino y que sobre el frontón de su palacio de la Exposición se inscriba definitivamente el lema civilizado de esta privilegiada parte del mundo."
180,15,N51,"La Exposición Universal enaltecerá a Buenos Ayres al punto culminante de la primera ciudad de la América del Sur. Le sobrarán elementos para serlo, y le sobra dinero, hombres ilustrados, artistas aún oscuros que sin duda alguna darán muestras de sus talentos, tesoros vírgenes aún, espaciosos e ignorados sobre su suelo, que la Exposición de Córdoba empezaba a poner en evidencia para que en mayor escala ostenten su importancia en esa gran fiesta a la que se hallan enviados ambos hemisferios."
181,15,N53,"La primera tarea de la Comisión Directiva es de no omitir medios para que Buenos Ayres en primer lugar, y con ella toda la Nación, se inflame de noble orgullo y del más entusiasta amor patrio-; la segunda, dar la mayor publicidad posible en todas las naciones civilizadas del antiguo y nuevo continente. Buenos Ayres tiene todos los elementos para que los concurrentes de todas las partes del mundo hallen en su seno, toda clase de comodidades apetecibles, todo lo confortable, que sería imposible hallar en otras ciudades de Sud-América."
182,15,N55,"Su clima templado y saludable garantiza al extranjero, el goce de buena salud, particularidad que no puede brindar la gran capital del Brasil. Buenos Ayres tiene un sin fin de fondas, hoteles y hospedajes, susceptibles de satisfacer a todas las exigencias de los concurrentes de cualquiera clase de la sociedad a que pertenezcan. Tiene además sitios pintorescos para distraer al viajero-: un paseo al Tigre, en ese magnífico delta, es una excursión de las más interesantes."
183,15,N57,"Hechas estas observaciones, pasemos a trazar una reseña de cuanto interesa para la constitución de la empresa de la Exposisión Universal del Río de la Plata."
184,15,N62,La Comisión Directiva debe componerse de un Presidente - un Vicepresidente - un Tesorero - 18 Concejales - y un Secretario. La elección de dicha Comisión debe componerse de dos terceras partes de los hombres de más representación e influentes de las diferentes colonias extranjeras.
185,15,N67,"El empleo del Comisario es el más atareado y el más extenso en sus ramificaciones, en el sentido de la parte administrativa de la Exposición. La ajustada elección de un individuo, activo e inteligente, será uno de los más grandes recursos para llevar a buen término tamaña empresa."
186,15,N72,"De la buena elección del Ingeniero Director en Jefe de todas las obras del parque y edificios depende en gran parte el buen éxito de la Exposición. Un ingeniero rutinario no sirve para este objeto-: es menester que reuna las dos partidas de ingeniero-arquitecto, por el motivo de que los edificios no resientan de aquella rigidez que comunemente se notan en los monumentos de puentes y calzadas. Es menester que el ingeniero además de los planos de un palacio, elegante a la par que majestuoso, sepa poetizar toda clase de edificios anexos al parque. Repito, un ingeniero-arquitecto que poetizando armonice la vegetación con los edificios, que presente a cada instante sorpresas, que sepan dar brillo y colorido peculiar a cada localidad, a cada parcialidad, en una palabra, que presente un Eliseo, un Edén, a la admiración del público, con el fin de que, todo el que haya visitado una vez la Exposición, halle en ella un bienestar tal a obligarle a repetir sus visitas, lo que resultará en elogio y esplendor de la Comisión, en loor del país, y en gran provecho para los accionistas."
187,15,N74,"Es indispensable que dicho ingeniero asista continuamente a las obras, para evitar falsas maniobras, atenido a que lo que se debe ejecutar, sea más bien parte de su imaginación que un trabajo rutinario sujeto a reglas, como es menester que sea escrupuloso en todos los detalles, no omitiendo nada para el mayor brillo del parque y edificios."
188,15,N76,"El ingeniero-arquitecto será auxiliado por un ayudante a sus inmediatas órdenes, y eligido por él, después de un examen de capacidad. El ingeniero hará ejecutar todas las obras proyectadas previa sanción, y bajo orden por escrito de la Comisión Directiva. "
189,15,N81,"Se nombrará un Jardinero en Jefe como que conozca perfectamente la botánica, la arboricultura, floricultura y horticultura: este tendrá bajo sus órdenes dos jardineros segundos con su correspondiente cuadrilla de peones."
190,15,N83,"El ingeniero jardinero en jefe quedará bajo las órdenes del ingeniero relativamente a todo lo que concierne a la formación y trazado del parque, distribución de aguas, formación de grupos de arboleda y compartimientos. "
191,15,N88,"Por indispensables, dos o más operarios carpinteros para la formación de quioscos rústicos o de arte, cabañas enverjadas, jaulas para pájaros, gallinero y un sinfin de detalles necesarios para jardines. Se necesitan dos o más albañiles con sus peones, para construcciones de muros parciales, grutas, depósito de aguas etc, etc. Un bastonero, un tallista modelador y un yesero. Todo este personal forma la cuadrilla de operaciones diarias e incesantes, a las inmediatas órdenes del ingeniero."
192,15,N93,"Cualquiera forma geométrica que tenga el terreno que se destina para el parque, no ofrecerá obstáculos para que en él se traza la forma geográfica de la República Argentina. Los contornos o terreno sobrante alrededor, se poblará con bosquecillos o macizos de arboleda para que la demarcación de otra forma quede vivamente pronunciada. Las formas geográficas de cada una de las catorce provincias formarán los compartimentos del parque. La flora de cada provincia servirá para los macizos de verdura y arboledas: el reino animal hará su representación en jaulas, chozas, grutas, y encerradas de redes de alambre galvanizado."
193,15,N95,"El reino mineral formará ríos caprichosos y grutas, según la cantidad que se puede obtener de las provincias."
194,15,N97,"Si como es de esperar, las provincias prestan su concurso, la República Argentina ostentará a la faz de la Europa y de las otras partes de América los tesoros que encierra su casi vírgen y desconocido suelo."
195,15,N99,"¡Cuántas riquezas ignoradas, qué soberbio panorama, qué gran novedad, de recursos para la ciencia, qué sublime estudio para los sabios de toda las naciones, será el parque de la Exposición, y por último, qué ganancias para los accionistas la venta de tantas maravillas!"
196,15,N101,"Este espectáculo nuevo atraerá todos los naturalistas, todos los turistas de la Europa y de las Américas! "
197,15,N103,"Datos sobre la naturaleza aun desconocidos, traídos clasificados y artísticamente presentados, tendrán tanto o más mérito al ojo examinador del público inteligente como las obras de la mano del hombre en sus mayores esfuerzos artísticos e industriales."
198,15,N105,"Presentaremos la mano de Dios en todo lo admirable de la naturaleza y el suelo argentino, y al mismo tiempo los genios de todas las naciones en los productos de sus colosales esfuerzos."
199,15,N107,"Cuántas empresas nacerán quizás, cuántas asociaciones brotarán a la mágica perspectiva de la Exposición de Buenos Aires: y por último es menester que tanto nacionales como extranjeros hallen en la combinación del parque un panorama evidente, casi diría, hagan una excursión, aunque en pequeño en toda la República Argentina."
200,15,N112,"Sería a desear que el terreno tuviese la extensión a lo menos de ocho cuadras a diez. Es indispensable que tenga agua en abundancia, no tan sólo para el regadío de las plantas, flores, cesped y viales, sino para formar riachuelos que simbolicen los principales ríos de la nación, concluyendo en un gran lago en la fracción que presente la provincia de Buenos Aires, el cual lago simbolizará por su forma y contornos el Río de la Plata. "
201,15,N114,"A un margen de este lago se elevará el Palacio de la Exposición. En medio de la esplanada entre el gran lago y el palacio se erguirá un obelisco, compuesto de todos los minerales de la nación, sobre cuya cúspide se colocará la estatua colosal de la República, coronada de olivo, con trofeos de agricultura, industria y artes. Su mano derecha noblemente tendida, señalando la pampa y los Andes, indicará el camino por el cual deben encaminarse los naturales y los inmigrantes a extender su genio, y emplear sus fuerzas y capitales en esas vastas llanuras, en esas cordilleras, en esos ríos inexplorados e incógnitos. "
202,15,N119,Los invernaderos se elevarán en curva sensible formando alas al Palacio de la Exposición a derecha e izquierda. Estos serán construidos en modo que después de la Exposición puedan fraccionarse sin detrimento y venderse por lotes o en junto.
203,15,N121,El modelo de estos invernáculos será original y de una elegancia exquisita.
204,15,N126,"Este suntuoso edificio en estilo del Renacimiento presentará una fachada de noventa y seis metros, con tres pabellones salientes rematando en semicírculo a las extremidades. El ancho de esta gran nave será de veintiseis metros. Una gran sección de treinta metros largo por cuarenta y dos será colocada al respaldo formando cinco naves, y concluyendo en una elegante rotunda que formará el salón del Juré y recepción de las autoridades por la Comisión Directiva."
205,15,N128,"Tendrá cinco entradas para el público y dos privadas para el Juré, las autoridades y la Comisión. "
206,15,N130,"El interior se compondrá del modo siguiente. Tres grandes naves cubiertas de cristal al cuyo centro se eleva una gran cúpula. Estas serán paralelas a la fachada principal: desde la cúpula se prolongará la nave principal seguida de las naves laterales, concluyendo en dos grandes tribunas en medio de las cuales se hallará el salón redondo del Juré y de la Comisión Directiva."
207,15,N132,"Su construcción exterior será de ocho metros de altura, de estepillo. Arrancará la cubierta de cristales, formando una altura total al centro de diecisiete metros elevándose la aguja de la gran cúpula a la altura de treinta y uno."
208,15,N134,La superficie total del área del palacio será de cerca nueve mil metros.
209,15,N136,"Este edificio será construido en Buenos Aires, menos las curvas y armazón de hierro que se traerá del extranjero, a menos que proposiciones de las fábricas de aquí, sean tales de equilibrar los gastos: téngase en consideración que los gastos de comisión, embalaje, transporte por mar, desembarque, y acarreo al sitio de la Exposición, hacen subir más de un cincuenta por ciento sobre su costo."
210,15,N138,"Calculando el precio del pleno que se necesita, y concediendo el Gobierno Nacional en entrada libre de gastos de aduana, creo firmemente que las fábricas más importantes de Buenos Aires pudieran hacerse cargo de su construcción y que saldría tanto o más barato que traerlo del extranjero."
